id,popularity,budget,revenue,original_title,cast,director,tagline,keywords,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,production_type
14620,0.7930590000000001,0,0,The Butterfly Effect 2,Eric Lively|Erica Durance|Dustin Milligan|Gina Holden|David Lewis,John R. Leonetti,Can you change your past without destroying your future?,suicide|brain tumor|underwear|time travel,95,Drama|Science Fiction|Thriller,New Line Cinema|FilmEngine|BenderSpink,10/10/06,146,4.4,2006,0.0,0.0,coproduction
18615,0.788266,16800000,2281089,Fur: An Imaginary Portrait of Diane Arbus,Nicole Kidman|Robert Downey Jr.|Ty Burrell|Harris Yulin|Jane Alexander,Steven Shainberg,A love story.,photographer|biography|hair|werewolf|hypertrichosis,122,Drama|Mystery|Romance,River Road Entertainment|Edward R. Pressman Film|Iron Film,8/30/06,33,6.3,2006,18172041.8592984,2467383.61861816,coproduction
1819,0.780687,54000000,130431368,"You, Me and Dupree",Kate Hudson|Owen Wilson|Matt Dillon|Michael Douglas|Seth Rogen,Anthony Russo|Joe Russo,Two's company. Dupree's a crowd.,roommate|love of one's life|newlywed,108,Comedy|Romance,Universal Pictures|Kaplan/Perrone Entertainment|MMCB Film Produktion 2004,7/14/06,242,5.3,2006,58410134.5477449,141083588.03937802,coproduction
773,0.7785890000000001,8000000,100523181,Little Miss Sunshine,Greg Kinnear|Toni Collette|Steve Carell|Paul Dano|Abigail Breslin,Jonathan Dayton|Valerie Faris,A family on the verge of a breakdown,california|brother sister relationship|wife husband relationship|family's daily life|oscar award,102,Comedy|Drama,Fox Searchlight Pictures|Bona Fide Productions|Big Beach Films,7/26/06,952,7.3,2006,8653353.26633258,108732824.581061,coproduction
9072,0.773044,64000000,101595121,Little Man,Marlon Wayans|Shawn Wayans|Kerry Washington|John Witherspoon|Tracy Morgan,Keenen Ivory Wayans,Big things come in small packages,baby|adoption|married couple|small person|criminal,98,Comedy|Crime,Revolution Studios|Wayans Bros. Entertainment,8/31/06,143,5.6,2006,69226826.1306606,109892309.0186,coproduction
9948,0.76252,24000000,0,The Fox and the Hound 2,Reba McEntire|Patrick Swayze|Jonah Bobo|Harrison Fahn|Jeff Foxworthy,Jim Kammerud,Old Friends New Adventure,fox|dog,69,Adventure|Animation|Comedy|Family,Walt Disney Pictures|DisneyToon Studios,11/9/06,59,5.6,2006,25960059.7989977,0.0,coproduction
2447,0.750786,35000000,0,The Nativity Story,Keisha Castle-Hughes|Oscar Isaac|Hiam Abbass|Shaun Toub|CiarÃ¡n Hinds,Catherine Hardwicke,Her child would change the world.,jesus christ|bible|three kings|archangel gabriel|christian,101,Drama|History,New Line Cinema|Sound for Film|Temple Hill Entertainment,12/1/06,16,6.5,2006,37858420.540205,0.0,coproduction
806,0.7277520000000001,25000000,119188334,The Omen,Liev Schreiber|Julia Stiles|Seamus Davey-Fitzpatrick|David Thewlis|Pete Postlethwaite,John Moore,A new generation of terror,monk|father-son relationship|prophecy|ambassador|nanny,110,Drama|Horror|Thriller,Twentieth Century Fox Film Corporation|11:11 Mediaworks,6/6/06,154,5.2,2006,27041728.9572893,128922344.915954,coproduction
1251,0.723825,19000000,68673228,Letters from Iwo Jima,Ken Watanabe|Kazunari Ninomiya|Tsuyoshi Ihara|Ryo Kase|Nakamura ShidÅ II,Clint Eastwood,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.,world war ii|cave|dying and death|pacific theater|japanese army,141,Action|Adventure|Drama|War,DreamWorks SKG|Amblin Entertainment|Malpaso Productions|Warner Bros.,12/19/06,292,6.9,2006,20551714.0075398,74281712.72792521,coproduction
19595,0.720101,0,0,Shark Bait,Freddie Prinze Jr.|Rob Schneider|Evan Rachel Wood|Donal Logue|Andy Dick,Howard E. Baker|John Fox|Kyungho Lee,empty,fish|shark,77,Animation|Family,Silver Nitrate Films|Wonderworld Studios|Digi Art|Digiart Productions|FX Digital,7/7/06,25,4.9,2006,0.0,0.0,coproduction
3509,0.7154510000000001,8500000,5480996,A Scanner Darkly,Keanu Reeves|Winona Ryder|Woody Harrelson|Robert Downey Jr.|Mitch Baker,Richard Linklater,Everything Is Not Going To Be OK,california|detective|based on novel|dream|undercover,100,Animation|Science Fiction|Thriller,Thousand Words|Warner Independent Pictures (WIP)|Detour Filmproduction|Section Eight Productions,5/25/06,282,6.7,2006,9194187.84547836,5928624.32991947,coproduction
1262,0.713697,30000000,53653224,Stranger Than Fiction,Will Ferrell|Maggie Gyllenhaal|Dustin Hoffman|Emma Thompson|Queen Latifah,Marc Forster,Harold Crick isn't ready to go. Period.,professor|literature|love|romantic comedy|author,113,Comedy|Drama|Fantasy|Romance,Mandate Pictures|Three Strange Angels,9/9/06,378,6.9,2006,32450074.7487471,58035037.64370921,coproduction
1852,0.711674,63000000,162945894,World Trade Center,Nicolas Cage|Maria Bello|Maggie Gyllenhaal|Michael PeÃ±a|Jay Hernandez,Oliver Stone,The World Saw Evil That Day. Two Men Saw Something Else.,terror|runaway|alarm clock|hero|firemen,128,Drama|History|Thriller,Paramount Pictures|Double Feature Films|Intermedia Films|Kernos Filmproduktionsgesellschaft & Company,8/9/06,240,5.9,2006,68145156.972369,176253548.010047,coproduction
9726,0.70435,35000000,42064105,A Good Year,Russell Crowe|Marion Cotillard|Albert Finney|Tom Hollander|Abbie Cornish,Ridley Scott,Everything matures... eventually.,provence|wine cellar|vineyard|wine garden|wine,118,Comedy|Drama|Romance,Fox 2000 Pictures|Scott Free Productions,9/9/06,199,6.4,2006,37858420.540205,45499445.0496383,coproduction
9592,0.704242,1200000,0,Open Water 2: Adrift,Susan May Pratt|Richard Speight Jr.|Niklaus Lange|Ali Hillis|Eric Dane,Hans Horn,Fatigue. Hypothermia. Death.,mexico|drowning|baby|school friend|yacht,94,Drama|Horror|Thriller,Peter Rommel Productions|Orange Pictures|Shotgun Pictures|Universum Film (UFA),7/10/06,67,5.0,2006,1298002.98994988,0.0,coproduction
14202,0.703833,19400000,0,The Painted Veil,Edward Norton|Juliet Howland|Naomi Watts|Ian Renwick|Liev Schreiber,John Curran,Sometimes the greatest journey is the distance between two people.,china|cholera|foreign aid|epidemic|loveless marriage,125,Drama|Romance,Emotion Pictures|The Mark Gordon Company|Class 5 Films|Yari Film Group|Warner China Film HG Corporation,12/9/06,159,6.9,2006,20984381.670856506,0.0,coproduction
313,0.702198,12000000,1381665,Snow Cake,Alan Rickman|Sigourney Weaver|Carrie-Anne Moss|Emily Hampshire|James Allodi,Marc Evans,empty,canada|small town|autism|sadness|dying and death,112,Romance|Drama,Revolution Films|Rhombus Media,2/9/06,23,7.4,2006,12980029.8994988,1494504.41759092,coproduction
37725,0.701814,15500000,7385434,Itâ€™s a Boy Girl Thing,Kevin Zegers|Samaire Armstrong|Sherry Miller|Robert Joy|Sharon Osbourne,Nick Hurran,They've turned into the things they hated most... each other.,female nudity|alcohol|gay kiss|shower|nudity,95,Comedy,Prospero Pictures|Icon Entertainment International|Scion Films|Rocket Pictures|Alliance Atlantis Motion Picture Production,12/26/06,127,6.2,2006,16765871.9535193,7988596.17839796,coproduction
10073,0.6982970000000001,20000000,48548426,Date Movie,Alyson Hannigan|Adam Campbell|Sophie Monk|Jennifer Coolidge|Fred Willard,Aaron Seltzer|Jason Friedberg,An Unprotected Comedy,date|diary|parents-in-law|bridegroom|wedding,83,Comedy,Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures,2/17/06,103,3.9,2006,21633383.1658314,52513335.0878007,coproduction
9788,0.692543,23000000,38505009,Accepted,Justin Long|Jonah Hill|Blake Lively|Adam Herschman|Columbus Short,Steve Pink,When every college turned them down. . . they made one up.,hot dog costume|electro shock|fake school|strait jacket|croquet,93,Comedy,Universal Pictures|Shady Acres Entertainment,8/18/06,229,6.1,2006,24878390.6407061,41649680.6750394,coproduction
9907,0.674705,51000000,72779000,Barnyard,Courteney Cox|Kevin James|Sam Elliott|Danny Glover|Wanda Sykes,Steve Oedekerk,What happens in the barn stays in the barn,peasant|farm|cow|cojote|family,90,Animation|Comedy|Family,Paramount Pictures|Nickelodeon Movies|Paramount Animation,8/4/06,124,5.3,2006,55165127.0728702,78722799.67130229,coproduction
10741,0.654177999999999,0,0,Bobby,Harry Belafonte|Joy Bryant|Nick Cannon|Emilio Estevez|Laurence Fishburne,Emilio Estevez,He saw wrong and tried to right it. He saw suffering and tried to heal it. He saw war and tried to stop it.,hotel|senator|kitchen|marriage crisis|politics,120,History|Drama,The Weinstein Company|Bold Films|Holly Wiersma Productions,9/5/06,58,5.8,2006,0.0,0.0,coproduction
1125,0.6477,70000000,154937680,Dreamgirls,Jamie Foxx|BeyoncÃ© Knowles|Eddie Murphy|Danny Glover|Jennifer Hudson,Bill Condon,One Dream Will Change Everything,music record|manager|black people|adultery|soul,134,Drama,Paramount Pictures|DreamWorks SKG|Laurence Mark Productions,12/25/06,146,6.5,2006,75716841.0804101,167591309.913249,coproduction
4441,0.642848,0,2077763,Candy,Abbie Cornish|Heath Ledger|Geoffrey Rush|Tony Martin|Noni Hazlehurst,Neil Armfield,empty,junkie|methadone programme|heroin|artist|cold turkey,116,Drama|Romance,Film Finance Group|The New South Wales Film and Television Office|Paradigm Hyde Films,2/15/06,75,6.9,2006,0.0,2247452.15533937,coproduction
4643,0.632875,70000000,55011732,The Guardian,Kevin Costner|Ashton Kutcher|Sela Ward|Melissa Sagemiller|Omari Hardwick,Andrew Davis,How Do You Decide Who Lives Or Who Dies?,ocean|coast guard|teamwork|rescue|death,139,Action,Contrafilm|Firm Films|Touchstone Pictures|Beacon Pictures|Eyetronics,9/28/06,212,7.0,2006,75716841.0804101,59504493.84860151,coproduction
10063,0.632401,0,1675484,The Breed,Michelle Rodriguez|Taryn Manning|Eric Lively|Oliver Hudson|Hill Harper,Nicholas Mastandrea,Let the manhunt begin.,exotic island|vacation|dog,90,Horror,ApolloProMovie|First Look Pictures,5/17/06,39,4.9,2006,0.0,1812319.36801099,coproduction
4723,0.631574,17000000,374743,Southland Tales,Dwayne Johnson|Seann William Scott|Sarah Michelle Gellar|Mandy Moore|Will Sasso,Richard Kelly,Have a nice apocalypse.,suicide|brother brother relationship|spy|prophecy|middle east,144,Action|Adventure|Comedy|Drama|Science Fiction,Universal Pictures|Persistent Entertainment|Wild Bunch,5/15/06,79,4.9,2006,18388375.690956693,405347.94538565795,coproduction
11515,0.606808,50000000,9448082,Goya's Ghosts,Javier Bardem|Natalie Portman|Stellan SkarsgÃ¥rd|Randy Quaid|JosÃ© Luis GÃ³mez,MiloÅ¡ Forman,empty,rape|verlies|heresy|religion and supernatural|napoleon,114,Drama,Kanzaman|The Saul Zaentz Company|Antena 3 TelevisiÃ³n|Xuxa Producciones S.L.,11/8/06,46,6.7,2006,54083457.9145786,10219698.9044097,coproduction
17700,0.60407,0,0,Deep Sea 3D,Johnny Depp|Kate Winslet,Howard Hall,empty,octopus|sea turtle|imax|shrimp|manta ray,41,Documentary,IMAX|Warner Bros.,3/3/06,16,5.7,2006,0.0,0.0,coproduction
10115,0.60214,0,0,Stick It,Jeff Bridges|Missy Peregrym|Vanessa Lengies|Maddy Curley|Nikki SooHoo,Jessica Bendinger,The world of competitive gymnastics is about to be turned on its head.,gymnastics|trainer|puberty|training|sport,105,Comedy|Drama,Spyglass Entertainment|Touchstone Pictures|Kaltenbach Pictures,4/21/06,82,6.0,2006,0.0,0.0,coproduction
9903,0.589842,25000000,11772461,The Hoax,Richard Gere|Alfred Molina|Marcia Gay Harden|Hope Davis|Julie Delpy,Lasse HallstrÃ¶m,Never let the truth get in the way of a good story.,flying|1970s|false identity|biography,116,Comedy|Drama,Miramax Films|The Mark Gordon Company|Yari Film Group|Bob Yari Productions,10/14/06,22,6.5,2006,27041728.9572893,12733907.980890302,coproduction
8975,0.5828760000000001,20000000,22165608,The Marine,John Cena|Kelly Carlson|Robert Patrick|Abigail Bianca|Anthony Ray Parker,John Bonito,War is Fine But The Fight Continues,gangster boss|wife|war|change|iraq war,92,Action|Adventure|Drama|Thriller,Twentieth Century Fox Film Corporation|Pacific Film and Television Commission|WWE Studios,10/13/06,94,5.0,2006,21633383.1658314,23975854.5483809,coproduction
8997,0.575781,0,0,Hollow Man II,Christian Slater|Peter Facinelli|Laura Regan|David McIlwraith|William MacDonald,Claudio FÃ¤h,There's More to Terror Than Meets The Eye,underwear|stabbed in the eye|on the run|handheld camera|crime scene,91,Horror|Action|Thriller|Science Fiction,Destination Films|Red Wagon Entertainment|Frontera Productions,5/23/06,32,5.1,2006,0.0,0.0,coproduction
10067,0.56593,50000000,61112916,The Shaggy Dog,Tim Allen|Kristin Davis|Danny Glover|Spencer Breslin|Robert Downey Jr.,Brian Robbins,It's going to be a ruff day.,father-son relationship|parents kids relationship|workaholic|wife husband relationship|transformation,98,Comedy|Family,Walt Disney Pictures|Mandeville Films|Boxing Cat Films,3/9/06,73,4.6,2006,54083457.9145786,66103956.4104635,coproduction
9978,0.564215999999999,40000000,23937870,Stormbreaker,Alex Pettyfer|Sarah Bolger|Ewan McGregor|Robbie Coltrane|Stephen Fry,Geoffrey Sax,Rule the school. Save the world.,england|secret intelligence service|child hero|wretch|teen spy,93,Adventure|Action|Family,"Isle of Man Film|Weinstein Company, The|Samuelson Productions",7/21/06,120,5.0,2006,43266766.33166289,25892855.694193,coproduction
14171,0.546519,12000000,0,Home of the Brave,Samuel L. Jackson|Jessica Biel|50 Cent|Christina Ricci|Brian Presley,Irwin Winkler,empty,post traumatic stress  disorder|u.s. soldier|iraq veteran,106,Action|Drama,North by Northwest Entertainment|Metro-Goldwyn-Mayer (MGM)|Severe Entertainment|Winkler Films|Zak Productions,12/15/06,27,5.7,2006,12980029.8994988,0.0,coproduction
1440,0.5447930000000001,26000000,0,Little Children,Kate Winslet|Patrick Wilson|Jennifer Connelly|Gregg Edelman|Sadie Goldstein,Todd Field,empty,skateboarding|mother|american football|adultery|wife husband relationship,136,Romance|Drama,New Line Cinema|Standard Film Company|Bona Fide Productions,10/6/06,111,6.3,2006,28123398.1155808,0.0,coproduction
9957,0.5383600000000001,0,0,The Benchwarmers,Jon Heder|Rob Schneider|David Spade|Jon Lovitz|Tim Meadows,Dennis Dugan,Get off the bench and get into the game.,baseball|pizza|sport|paperboy|team,80,Comedy,Columbia Pictures|Revolution Studios|Happy Madison Productions,4/7/06,132,5.4,2006,0.0,0.0,coproduction
1123,0.537204,0,4291965,Catch a Fire,Tim Robbins|Derek Luke|Bonnie Henna|Mncedisi Shabangu|Tumisho Masha,Phillip Noyce,"The spark that ignites us, unites us.",police brutality|resistance|south africa|apartheid|african national congress,101,Action|Drama|Thriller,Mirage Enterprises|Studio Canal|Working Title Films,10/27/06,11,6.3,2006,0.0,4642486.16896689,coproduction
9986,0.5366310000000001,85000000,144,Charlotte's Web,Julia Roberts|Steve Buscemi|John Cleese|Oprah Winfrey|Cedric the Entertainer,Gary Winick,"Something unexpected, unbelievable, unforgettable.",hero|barn|spider|pig|egg,97,Comedy|Family|Fantasy,Paramount Pictures|Kerner Entertainment Company,12/15/06,161,6.0,2006,91941878.45478372,155.760358793986,coproduction
12763,0.530814,30000000,34742066,Take the Lead,Antonio Banderas|Rob Brown|Yaya DaCosta|Alfre Woodard|John Ortiz,Liz Friedlander,Never Follow,dancing master|dance|musical|woman director,108,Music,New Line Cinema|Tiara Blu Films,3/17/06,79,6.4,2006,32450074.7487471,37579421.2875302,coproduction
14113,0.529881,35000000,12506188,Zoom,Tim Allen|Courteney Cox|Chevy Chase|Spencer Breslin|Kevin Zegers,Peter Hewitt,They're going to save the world... as long as they're home for dinner.,superhero|kids and family,83,Fantasy|Comedy|Family,Columbia Pictures|Revolution Studios,8/11/06,84,5.1,2006,37858420.540205,13527557.8473961,coproduction
13934,0.523073,0,0,Mater and the Ghostlight,Larry the Cable Guy|Owen Wilson|Michael Wallis|Bonnie Hunt|Paul Newman,John Lasseter|Dan Scanlon,empty,pixar animated short|tow truck|police car|cgi animation,7,Animation|Family,Walt Disney Pictures|Pixar Animation Studios,7/27/06,48,6.4,2006,0.0,0.0,coproduction
14191,0.514836,12000000,23006849,Aquamarine,Emma Roberts|Joanna 'JoJo' Levesque|Sara Paxton|Jake McDorman|Arielle Kebbel,Elizabeth Allen Rosenbaum,A Fish-Out-Of-Water Comedy.,female friendship|mermaid|teenager|woman director,104,Fantasy|Romance|Family|Comedy,Fox 2000 Pictures|Storefront Pictures,3/3/06,216,5.9,2006,12980029.8994988,24885798.9927713,coproduction
9914,0.51175,0,0,Shadow Man,Steven Seagal|Imelda Staunton|Garrick Hagon|Skye Bennett|Eva Pope,Michael Keusch,empty,cia|bad father-in-law|lethal virus|bucharest,91,Action|Adventure|Thriller,Castel Film Romania|Clubdeal|Steamroller Productions|Sony Pictures Home Entertainment,9/6/06,11,4.6,2006,0.0,0.0,coproduction
1116,0.5014310000000001,6500000,22889018,The Wind That Shakes the Barley,Cillian Murphy|PÃ¡draic Delaney|Liam Cunningham|Orla Fitzgerald|Gerard Kearney,Ken Loach,empty,london|brother brother relationship|england|civil war|resistance,124,Drama|History|War,BIM Distribuzione|Matador Pictures|Diaphana Films|BÃ³rd ScannÃ¡n na hÃ‰ireann|Element Films,5/18/06,71,6.5,2006,7030849.52889522,24758344.834180605,coproduction
2207,0.496703,55000000,65664721,16 Blocks,Bruce Willis|Mos Def|David Morse|Jenna Stern|David Zayas,Richard Donner,"For a New York cop and his witness, the distance between life and death just got very short.",mission of murder,105,Action|Adventure|Crime|Thriller,Donners' Company|Cheyenne Enterprises|Alcon Entertainment|Nu Image Entertainment GmbH|Millennium Films,3/1/06,404,6.1,2006,59491803.7060365,71027503.49352092,coproduction
512,0.489898,4000000,31584901,Scoop,Scarlett Johansson|Hugh Jackman|Woody Allen|Ian McShane|Kevin McNally,Woody Allen,The perfect man. The perfect story. The perfect murder.,upper class|prostitute|journalist|drowning|newspaper,96,Comedy|Mystery,BBC Films|Ingenious Film Partners|Ingenious Media|Perdido Prod.,7/27/06,208,6.2,2006,4326676.63316629,34164413.2793926,coproduction
14062,0.488265,5000000,0,Calibre 45,Milla Jovovich|Angus Macfadyen|Stephen Dorff|Aisha Tyler|Sarah Strange,Gary Lennon,Nobody does revenge like a woman.,new york|sex|obsession|nudity|passion,101,Drama|Crime|Thriller,Media Talent Group|MÃ¶bius Entertainment,11/30/06,22,5.2,2006,5408345.79145786,0.0,coproduction
7511,0.479749,20000000,0,The Last Kiss,Zach Braff|Jacinda Barrett|Casey Affleck|Rachel Bilson|Michael Weston,Tony Goldwyn,We all make choices. What's yours?,sex|architect|striptease|deceived wive|stripper,115,Comedy|Drama|Romance,Lakeshore Entertainment|Mel's Cite du Cinema,9/10/06,61,5.5,2006,21633383.1658314,0.0,coproduction
1259,0.467297,15000000,49469904,Notes on a Scandal,Judi Dench|Cate Blanchett|Bill Nighy|Juno Temple|Max Lewis,Richard Eyre,One woman's secret is another woman's power. One woman's fear is another woman's weapon. One woman's life is in another woman's hands....,sex|adultery|based on novel|cat|infidelity,92,Drama|Romance,Fox Searchlight Pictures|Scott Rudin Productions|DNA Films|BBC Films|Ingenious Film Partners,12/25/06,119,6.3,2006,16225037.3743735,53510069.4204449,coproduction
9829,0.463155,15000000,76286096,United 93,J.J. Johnson|Polly Adams|Trish Gates|Nancy McDoniel|Opal Alladin,Paul Greengrass,"September 11, 2001. Four planes were hijacked. Three of them reached their target. This is the story of the fourth.",airplane|hijacking|terror cell|emergency landing|war on terror,111,Drama|History|Crime|Thriller|Action,Universal Pictures|StudioCanal|Sidney Kimmel Entertainment|Working Title Films,4/28/06,180,6.6,2006,16225037.3743735,82516317.24967009,coproduction
13185,0.461865,994000,165000,Kidulthood,Aml Ameen|Red Madrell|Noel Clarke|Adam Deacon|Jaime Winstone,Menhaj Huda,Before adulthood comes...,independent film,89,Drama,Cipher Films|Stealth Films Limited|TMC Films,3/3/06,25,6.5,2006,1075179.14334182,178475.41111810898,coproduction
9053,0.458112,21000000,480314,DOA: Dead or Alive,Jaime Pressly|Devon Aoki|Holly Valance|Sarah Carter|Natassia Malthe,Corey Yuen Kwai,"They're the ultimate fighters. They've got the looks. They've got the moves, and the men fall at their feet.",competition|martial arts|kung fu|assassin|fight,87,Adventure|Action|Thriller,Impact Pictures|Constantin Film Produktion|Mindfire Entertainment|Team Ninja|VIP 4 Medienfonds,9/7/06,116,4.9,2006,22715052.324123006,519540.840095658,coproduction
1165,0.451217,15000000,123384128,The Queen,Helen Mirren|Michael Sheen|James Cromwell|Sylvia Syms|Helen McCrory,Stephen Frears,Our Leaders. Ourselves.,upper class|loss of mother|great britain|sadness|queen,103,Drama,BIM Distribuzione|Granada Film Productions|Scott Rudin Productions|PathÃ© Renn Productions|PathÃ© Pictures International,9/15/06,159,6.6,2006,16225037.3743735,133460805.880299,coproduction
5820,0.441629,60000000,77920346,The Sentinel,Michael Douglas|Kiefer Sutherland|Eva Longoria|Martin Donovan|Ritchie Coster,Clark Johnson,"In 141 years, there's never been a traitor in the Secret Service.... Until Now.",u.s. president|agent,108,Action|Thriller|Crime,Twentieth Century Fox Film Corporation|Dune Entertainment|Major Studio Partners|Regency Enterprises|Epsilon Motion Pictures,4/19/06,112,5.6,2006,64900149.4974943,84284035.0716081,coproduction
182,0.437529,32000000,5914908,The Good German,George Clooney|Cate Blanchett|Tobey Maguire|Tony Curran|Leland Orser,Steven Soderbergh,"If war is Hell, then what comes after?",berlin|corruption|nazi background|love of one's life|chauffeur,108,War|Crime|Drama|Mystery|Romance,Warner Bros.|Section Eight Productions|Sunset Gower Studios,12/8/06,46,5.8,2006,34613413.0653303,6397973.55773209,coproduction
9664,0.435451,60000000,17800000,Flyboys,James Franco|Scott Hazell|Mac McDonald|Philip Winchester|Todd Boyce,Tony Bill,Inspired by a true story,world war i|biplane,140,Action|Adventure|Drama|History|Romance,Ingenious Film Partners|Electric Entertainment|Skydance Productions|Flyboys Films,9/22/06,179,6.1,2006,64900149.4974943,19253711.017589893,coproduction
4474,0.434505,0,60896147,My Super Ex-Girlfriend,Uma Thurman|Luke Wilson|Anna Faris|Eddie Izzard|Rainn Wilson,Ivan Reitman,Hell hath no fury like a superwoman scorned.,new york|flying|ex-boyfriend|ex-girlfriend|disappointment,95,Fantasy|Drama|Action|Comedy|Crime,20th Century Fox|Regency Enterprises,6/20/06,257,4.9,2006,0.0,65869484.06868979,coproduction
7304,0.433874,15000000,9500000,Running Scared,Paul Walker|Cameron Bright|Vera Farmiga|Chazz Palminteri|Karel Roden,Wayne Kramer,Every bullet leaves a trail.,ice hockey|racism|pedophile|throat slitting|shot in the stomach,122,Action|Crime|Drama|Thriller,International Production Company|True Grit Productions|Zero Gravity Management|Pierce/Williams Entertainment,1/6/06,174,6.8,2006,16225037.3743735,10275857.0037699,coproduction
1253,0.428237,0,8974829,Breaking and Entering,Jude Law|Juliette Binoche|Vera Farmiga|Robin Wright|Martin Freeman,Anthony Minghella,empty,london|robbery|architect,129,Drama|Romance,Miramax Films|Mirage Enterprises,12/15/06,29,6.5,2006,0.0,9707795.73024079,coproduction
1252,0.412369,0,0,Lonely Hearts,John Travolta|James Gandolfini|Salma Hayek|Jared Leto|Laura Dern,Todd Robinson,empty,nurse|women|detective|sister sister relationship|eroticism,108,Drama|Thriller|Crime|Romance,Millennium Films|Emmett/Furla Films,4/30/06,42,5.9,2006,0.0,0.0,coproduction
8588,0.406639,0,0,Shooting Dogs,John Hurt|Hugh Dancy|Dominique Horwitz|David Gyasi|Steve Toussaint,Michael Caton-Jones,What would you risk to make a difference?,civil war|destruction of a civilization|rape|hutu|tutsi,115,Drama|History,BBC Films|Filmstiftung Nordrhein-Westfalen|Egoli Tossell Film AG|CrossDay Productions|UK Film Council,3/8/06,16,6.5,2006,0.0,0.0,coproduction
13668,0.405681,25000000,16158487,Catch and Release,Jennifer Garner|Timothy Olyphant|Kevin Smith|Sam Jaeger|Juliette Lewis,Susannah Grant,Life is messy. Love is messier,independent film|woman director,111,Comedy|Drama|Romance,Columbia Pictures Corporation|Relativity Media,10/20/06,58,6.0,2006,27041728.9572893,17478137.0325553,coproduction
1975,0.405342,20000000,39143839,The Grudge 2,Sarah Michelle Gellar|Amber Tamblyn|Edison Chen|Arielle Kebbel|Jennifer Beals,Takashi Shimizu,"What Was Once Trapped, Will Now Be Unleashed",little boy|curse|gothic,102,Horror|Thriller,Columbia Pictures Corporation|Ghost House Pictures|Vertigo Entertainment,10/13/06,151,5.3,2006,21633383.1658314,42340683.3834308,coproduction
10781,0.402934,16000000,0,The Texas Chainsaw Massacre: The Beginning,Jordana Brewster|Taylor Handley|Diora Baird|Matt Bomer|R. Lee Ermey,Jonathan Liebesman,What you know about fear... doesn't even come close.,mass murder|planned murder|chain saw|sadism|knife,91,Horror,New Line Cinema|Next Entertainment|Platinum Dunes|Vortex/Henkel/Hooper|Texas Chainsaw Productions,10/6/06,207,5.7,2006,17306706.5326651,0.0,coproduction
15714,0.395831,0,0,Like Minds,Eddie Redmayne|Tom Sturridge|Toni Collette|Richard Roxburgh|Kate Maberly,Gregory J. Read,empty,empty,110,Mystery|Thriller|Crime|Horror,Australian Film Finance Corporation (AFFC)|Bluewater Pictures|Lumina Films,8/10/06,16,6.6,2006,0.0,0.0,coproduction
14458,0.389669,8000000,0,Altered,Adam Kaufman|Brad William Henke|Misty Rosas|Paul McCarthy-Boyington|Michael C. Williams,Eduardo SÃ¡nchez,They will find you.,alien,88,Horror|Science Fiction|Thriller,Rogue Pictures|Haxan Entertainment,1/1/06,21,4.7,2006,8653353.26633258,0.0,coproduction
5072,0.389212,0,0,Severance,Danny Dyer|Laura Harris|Toby Stephens|Tim McInnerny|Babou Ceesay,Christopher Smith,The Company Is Making Cutbacks,will to survive|killer|forced retirement|defence company|jump the shark,96,Horror|Comedy|Thriller,Qwerty Films|Dan Films|Isle of Man Film|HanWay Films|UK Film Council,5/19/06,66,6.3,2006,0.0,0.0,coproduction
19167,0.388624,0,0,Second In Command,Jean-Claude Van Damme|Julie Cox|Alan McKenna|William Tapley|Elizabeth Barondes,Simon Fellows,empty,empty,91,Action|Adventure|Thriller,Castel Film Romania|Clubdeal|Motion Picture Corporation of America (MPCA)|Pueblo Film Group|Micro Fusion 2004-15,5/2/06,17,5.1,2006,0.0,0.0,coproduction
12225,0.386756,0,2294291,Cashback,Sean Biggerstaff|Emilia Fox|Shaun Evans|Michael Dixon|Michelle Ryan,Sean Ellis,Sometimes love is hiding between the seconds of your life.,london|gay|male nudity|female nudity|sex,102,Drama|Comedy|Romance,Left Turn Films|Ugly Duckling Films|Lipsync Productions,9/10/06,203,6.7,2006,0.0,2481663.81484593,coproduction
1590,0.381198,11000000,0,Copying Beethoven,Ed Harris|Diane Kruger|Matthew Goode|Phyllida Law|Ralph Riach,Agnieszka Holland,empty,beethoven|woman director,104,Drama,Sidney Kimmel Entertainment|Anomaly Entertainment,11/10/06,24,5.9,2006,11898360.741207302,0.0,coproduction
9754,0.3804,45000000,82800000,Firewall,Harrison Ford|Paul Bettany|Virginia Madsen|Carly Schroeder|Jimmy Bennett,Richard Loncraine,Nothing Is More Dangerous Than A Man With Everything To Lose.,bank|technology|blackmail|hacker|seattle,105,Thriller,Village Roadshow Pictures|Thunder Road Pictures|Warner Bros.|Beacon Pictures|Jon Shestack Productions,2/10/06,145,5.4,2006,48675112.1231207,89562206.3065422,coproduction
2357,0.375934,0,580527,10 Items or Less,Paz Vega|Morgan Freeman|Bobby Cannavale|Anne Dudek|Jennifer Echols,Brad Silberling,Sometimes in life you have to change lanes.,casual meeting|restart|job interview|underclass|consumption,81,Comedy|Drama,Revelations Entertainment|Mockingbird Pictures|Reveal Entertainment,9/11/06,23,6.8,2006,0.0,627938.1514555321,coproduction
